Title,Authors,Pubhouse,NewPrice,OldPrice,Discount 
Численные методы и программирование. Учебное пособие,Колдаев Виктор Дмитриевич,Форум : Среднее профессиональное образование,4 059,Нет старой цены,Ошибка
Микросервисы и контейнеры Docker,Кочер Парминдер Сингх,ДМК-Пресс,1 536,2 793,45
Биометрическая защита. Обзор технологии,Суомалайнен Антти,ДМК-Пресс,229,417,45
Легкий способ выучить Java,Пейн Брайсон,Бомбора : Мировой компьютерный бестселлер,1 117,1 530,27
Программирование в Erlang,"Томпсон Саймон, Чезарини Франческо",ДМК-Пресс : Функциональное программирование,1 536,2 793,45
Искусство программирования. Том 2. Получисленные алгоритмы,Кнут Дональд Эрвин,Диалектика,4 436,8 066,45
Искусственный интеллект для чайников,"Мюллер Джон Пол, Массарон Лука","Диалектика : Для ""чайников""",1 478,2 688,45
Современные технологии программирования. Разработка Windows-приложений на языке С#. Учебник. Том 2,Горелов Сергей Витальевич,Прометей,961,1 748,45
Компьютерное зрение. Теория и алгоритмы,Клетте Рейнхард,ДМК-Пресс,3 225,5 863,45
CSS. Полный справочник. Визуальное форматирование веб-страниц,"Мейер Эрик, Уэйл Эстель",Диалектика,5 224,9 498,45
Искусство программирования на R. Погружение в большие данные,Мэтлофф Норман,Питер : Библиотека программиста,1 497,1 919,22
Алгоритмизация и программирование. Практикум. Учебное пособие,"Андрианова Анастасия Александровна, Исмагилов Линар Наилевич, Мухтарова Татьяна Маратовна",Лань : Учебники для вузов. Специальная литература,1 598,2 905,45
Структуры и алгоритмы обработки данных. Линейные структуры. Учебное пособие,Апанасевич Сергей Александрович,Лань : Учебники для вузов. Специальная литература,1 246,2 266,45
Самоучитель игры на Паскале. ABC и немного Турбо,Комлев Николай Юрьевич,Солон-пресс : Библиотека студента,814,1 480,45
Unity и C#. Геймдев от идеи до реализации,Бонд Джереми Гибсон,Питер : Для профессионалов,4 136,Нет старой цены,Ошибка
PostgreSQL 11. Мастерство разработки,Шениг Ганс-Юрген,ДМК-Пресс,2 073,3 769,45
Автоматизация программируемых сетей,"Эделман Джейсон, Лоу Скотт С., Осуолт Мэтт",ДМК-Пресс,2 303,4 187,45
Пользовательские истории. Искусство гибкой разработки ПО,Паттон Джефф,Питер : Бестселлеры O`Reilly,1 299,1 665,22
"Разработка бизнес-приложений на платформе ""1С:Предприятие"". Учебное пособие",Дадян Эдуард Григорьевич,ИНФРА-М : Высшее образование. Бакалавриат,3 764,Нет старой цены,Ошибка
Базовые средства программирования на Visual Basic в среде VisualStudio .NET. Учебное пособие,Шакин Виктор Николаевич,Форум : Среднее профессиональное образование,3 414,Нет старой цены,Ошибка
Java для IT-профессий. Учебник,Дирк Харди,Фолиант : Профессиональное образование,3 676,Нет старой цены,Ошибка
Создание микросервисов,Ньюмен Сэм,Питер : Бестселлеры O`Reilly,2 408,3 010,20
Усовершенствованные структуры данных,Брасс Петер,ДМК-Пресс,3 071,5 583,45
Рекурсивная книга о рекурсии,Свейгарт Эл,Питер : Библиотека программиста,2 268,2 908,22
MySQL по максимуму,"Ботрос Сильвия, Тинли Джереми",Питер : Бестселлеры O`Reilly,2 921,3 745,22
Software. Ошибки и компромиссы при разработке ПО,"Лелек Томаш, Скит Джон",Питер : Библиотека программиста,3 262,4 182,22
Python для хакеров. Нетривиальные задачи и проекты,Воган Ли,Питер : Библиотека программиста,1 972,2 528,22
Методы линейного программирования,"Божко Аркадий Николаевич, Беломойцев Дмитрий Евгеньевич, Волосатова Тамара Михайловна",Издательство МГТУ им. Н.Э.Баумана,448,814,45
Освоение Lightning Network. Протокол второслойной блочной цепи для мгновенных Bitcoin-платежей,"Антонопулос Андреас М., Осунтокун Олаулува, Пикхардт Рене",ДМК-Пресс,3 071,5 583,45
Паттерны проектирования API,Гивакс Джей Джей,Питер : Библиотека программиста,4 274,Нет старой цены,Ошибка
Apache Kafka. Потоковая обработка и анализ данных,"Шапира Гвен, Палино Тодд, Сиварам Раджини",Питер : Бестселлеры O`Reilly,3 956,Нет старой цены,Ошибка
Python и анализ данных,МакКинни Уэс,ДМК-Пресс,2 764,5 026,45
Алгоритмы,Эриксон Джефф,ДМК-Пресс,3 071,5 583,45
Алгоритмы принятия решений,"Кохендерфер Майкл, Уилер Тим, Рэй Кайл",ДМК-Пресс,3 838,6 979,45
Идиомы bash,"Олбинг Карл, Фоссен Джей Пи",Питер : Бестселлеры O`Reilly,1 417,1 817,22
Алгоритмы биоинформатики,"Компо Филлип, Певзнер Павел",ДМК-Пресс,3 685,6 700,45
Предварительная подготовка данных в Python. Том 1. Инструменты и валидация,Груздев Артем Владимирович,ДМК-Пресс,3 685,6 700,45
"Предварительная подготовка данных в Python. Том 2. План, примеры и метрики качества",Груздев Артем Владимирович,ДМК-Пресс,3 685,6 700,45
Прогнозирование. Принципы и практика,"Хайндман Роб, Атанасопулос Джордж",ДМК-Пресс,2 764,5 026,45
Прикладные нейро-нечеткие вычислительные системы и устройства,"Бобырь Максим Владимирович, Емельянов Сергей Геннадьевич, Архипов Александр Евгеньевич",ИНФРА-М : Научная мысль,3 226,Нет старой цены,Ошибка
"Красивый C++. 30 главных правил чистого, безопасного и быстрого кода","Дэвидсон Дж. Гай, Грегори Кейт",Питер : Для профессионалов,3 619,Нет старой цены,Ошибка
Глубокое обучение с R и KERAS,Шолле Франсуа,ДМК-Пресс,3 071,5 583,45
Power BI. Передовые методы оптимизации,Мерчант Бхавик,ДМК-Пресс,2 149,3 908,45
"Разработка веб-приложений GraphQL с React, Node.js и Neo4j",Лион Уильям,ДМК-Пресс,2 303,4 187,45
Основы алгоритмизации и программирования на Python. Учебное пособие,Гуриков Сергей Ростиславович,ИНФРА-М : Высшее образование. Бакалавриат,5 350,Нет старой цены,Ошибка
Unity в действии. Мультиплатформенная разработка на C#,Хокинг Джозеф,Питер : Для профессионалов,2 070,2 654,22
Объекты. Стильное ООП,Нобак Маттиас,Питер : Библиотека программиста,2 710,Нет старой цены,Ошибка
Kafka Streams и ksqlDB. Данные в реальном времени,Сеймур Митч,Питер : Библиотека программиста,2 397,3 073,22
Алгоритмы на практике. Решение реальных задач,Зингаро Даниэль,Питер : Библиотека программиста,2 637,Нет старой цены,Ошибка
Современная программная инженерия. ПО в эпоху эджайла и непрерывного развертывания,Фарли Дэвид,Питер : Для профессионалов,3 000,Нет старой цены,Ошибка
Внутри Cpython. Гид по интерпретатору Python,Шоу Энтони,Питер : Библиотека программиста,2 528,Нет старой цены,Ошибка
"40 алгоритмов, которые должен знать каждый программист на Python",Ахмад Имран,Питер : Библиотека программиста,2 501,Нет старой цены,Ошибка
Грокаем функциональное мышление,Норманд Эрик,Питер : Библиотека программиста,3 272,Нет старой цены,Ошибка
Структуры данных в С++. Учебное пособие,"Русакова Зинаида Николаевна, Рудаков Игорь Владимирович",Издательство МГТУ им. Н.Э.Баумана,448,814,45
Основы Python для Data Science,Берман Кеннеди,Питер : Библиотека программиста,2 710,Нет старой цены,Ошибка
Фундаментальные основы хакерства. Анализ программ в среде Win64,"Касперски Крис, Язев Юрий Евгеньевич",Солон-пресс : Программирование,3 073,5 587,45
Основы компьютерного моделирования и визуализации + Электронное приложение,"Борзяк Андрей Александрович, Топорков Виктор Васильевич, Емельянов Дмитрий Михайлович",Лань : Компьютеры и программное обеспечение,4 149,7 543,45
UX/UI дизайн для создания идеального продукта. Полный и исчерпывающий гид,Шуваев Ярослав Александрович,Бомбора : Библиотека цифровой трансформации,1 172,1 803,35
Грокаем алгоритмы искусственного интеллекта,Харбанс Ришал,Питер : Библиотека программиста,2 219,Нет старой цены,Ошибка
Сделай видеоигру один и не свихнись,Грис Слава,АСТ : Видеоигры: глубокое погружение,571,951,40
Программирование в Unreal Engine 5 для начинающего игродела. Основы визуального языка Blueprint,"Максименкова Ольга Вениаминовна, Веселко Никита И.",Бомбора : Российский компьютерный бестселлер,1 658,2 551,35
C# 10 и .NET 6. Современная кросс-платформенная разработка,Прайс Марк Дж.,Питер : Для профессионалов,6 164,Нет старой цены,Ошибка
Computer Science для программиста-самоучки. Все что нужно знать о структурах данных и алгоритмах,Альтхофф Кори,Питер : Библиотека программиста,1 810,Нет старой цены,Ошибка
Непрерывное развитие API. Правильные решения в изменчивом технологическом ландшафте,"Меджуи Мехди, Уайлд Эрик, Митра Ронни",Питер : Бестселлеры O`Reilly,3 795,4 865,22
Head First. Изучаем Swift,"Мэннинг Джон, Баттфилд-Эддисон Пэрис",Питер : Head First (O'Reilly),2 807,3 599,22
Kubernetes изнутри,"Вьяс Джей, Лав Крис",ДМК-Пресс,2 303,4 187,45
С++ 20 в деталях,Райнер Гримм,ДМК-Пресс,2 764,5 026,45
"Математические алгоритмы для программистов. 3D-графика, машинное обучение и моделирование на Python",Орланд Пол,Питер : Библиотека программиста,4 455,Нет старой цены,Ошибка
Pandas в действии,Пасхавер Борис,Питер : Библиотека программиста,2 738,3 510,22
JavaScript и PHP. Content management system + Электронное приложение. Учебное пособие,Янцев Валерий Викторович,Лань : Компьютеры и программное обеспечение,2 076,3 774,45
Цифровая обработка изображений в OpenCv. Практикум. Учебное пособие,Матвеев Александр Иванович,Лань : Компьютеры и программное обеспечение,829,1 508,45
JavaScript и PHP. Content management system + Электронное приложение. Учебное пособие,Янцев Валерий Викторович,Лань : Компьютеры и программное обеспечение,2 076,3 774,45
Алгоритмы и программы. Язык С++. Учебное пособие,"Конова Елена Александровна, Поллак Галина Андреевна",Лань : Учебники для вузов. Специальная литература,2 055,3 737,45
Java. Полное руководство,Шилдт Герберт,Вильямс,3 746,6 810,45
JavaScript для начинающих,МакГрат Майк,Бомбора : Мировой компьютерный бестселлер (обложка),859,1 322,35
Интерактивные дашборды и приложения с Plotly и Dash. Используем полноценный веб-фреймворк в Python,Дабасс Элиас,ДМК-Пресс,1 995,3 628,45
Kotlin. Программирование для профессионалов,"Скин Джош, Гринхол Дэвид, Бэйли Эндрю",Питер : Для профессионалов,2 859,3 665,22
Тестирование JavaScript,Коста Лукас да,Питер : Библиотека программиста,2 547,3 265,22
Программируем на Java,"Лой Марк, Нимайер Патрик, Лук Дэниэл",Питер : Бестселлеры O`Reilly,2 836,3 636,22
"Web-аппликации в интернет-маркетинге. Проектирование, создание и применение. Практическое пособие","Винарский Яков Самуилович, Гутгарц Римма Давыдовна",ИНФРА-М : Среднее профессиональное образование,3 266,Нет старой цены,Ошибка
Data Science для карьериста,"Нолис Жаклин, Робинсон Эмили",Питер : Библиотека программиста,2 459,3 152,22
Программная инженерия. Учебное пособие,Маран Михкель Михкелевич,Лань : Учебники для вузов. Специальная литература,1 990,3 618,45
Алгоритмы обработки текста. 125 задач с решениями,"Крошемор Максим, Лекрок Тьерри, Риттер Войцех",ДМК-Пресс,1 842,3 349,45
Аналитика в Power BI с помощью R и Python,Уэйд Райан,ДМК-Пресс,2 303,4 187,45
Программирование. Введение в профессию. Том 2. Системы и сети,Столяров Андрей Викторович,ДМК-Пресс,2 610,4 746,45
Программирование. Введение в профессию. Том 3. Парадигмы,Столяров Андрей Викторович,ДМК-Пресс,2 610,4 746,45
C#. Алгоритмы и структуры данных. Учебное пособие для вузов,"Тюкачев Николай Аркадиевич, Хлебостроев Виктор Григорьевич",Лань : Компьютеры и программное обеспечение,3 478,6 323,45
"Python, например",Лейси Никола,Питер : Библиотека программиста,1 589,2 037,22
"Изучаем SQL. Генерация, выборка и обработка данных",Болье Алан,Диалектика,2 958,5 378,45
Знакомство с программированием на языке Processing,"Риас Кейси, Фрай Бен",ДМК-Пресс,1 151,2 093,45
Принятие решений и феномен неопределенности. Учебное пособие,Клименко Игорь Семенович,Лань : Компьютеры и программное обеспечение,1 528,2 778,45
C#. Основы программирования (+CD). Учебное пособие для СПО,"Тюкачев Николай Аркадиевич, Хлебостроев Виктор Григорьевич",Лань : Компьютеры и программное обеспечение,1 984,3 607,45
JavaScript для глубокого обучения. TensorFlow.js,"Шолле Франсуа, Нильсон Эрик, Байлесчи Стэн",Питер : Библиотека программиста,3 545,4 545,22
Введение в язык Си++,Столяров Андрей Викторович,ДМК-Пресс,921,1 674,45
Оформление программного кода,Столяров Андрей Викторович,ДМК-Пресс,767,1 395,45
"Профессиональное программирование на ассемблере x64 с расширениями AVX, AVX2 и AVX-512",Куссвюрм Даниэль,ДМК-Пресс,2 764,5 026,45
Программирование. Введение в профессию. Том 1. Азы программирования,Столяров Андрей Викторович,ДМК-Пресс,2 610,4 746,45
Имитационное моделирование процессов и систем в АПК. Учебное пособие,"Худякова Елена Викторовна, Липатов Алексей Александрович",Колос : Учебники и учебные пособия для студентов вузов,1 932,3 512,45
ВОСХОД программиста,Земцов А. Н.,Деловой двор : Хочу в СССР,673,1 224,45
JavaScript с нуля,Чиннатамби Кирупа,Питер : Библиотека программиста,1 545,1 981,22
Наглядный CSS,Сидельников Грег,Питер : Библиотека программиста,1 404,1 800,22
Основы разработки iOS-приложений на C# с помощью Xamarin. Учебное пособие для вузов,Умрихин Евгений Дмитриевич,Лань : Компьютеры и программное обеспечение,2 308,4 196,45
Основы разработки iOS-приложений на C# с помощью Xamarin.СПО,Умрихин Евгений Дмитриевич,Лань : Компьютеры и программное обеспечение,2 200,4 000,45
Программирование. Сборник задач. Учебное пособие для СПО,"Маран Михкель Михкелевич, Батасова Валентина Сергеевна, Гречкина Полина Викторовна",Лань : Компьютеры и программное обеспечение,1 359,2 471,45
Математическое программирование.СПО,Ганичева Антонина Валериановна,Лань : Математика,1 251,2 274,45
Программирование на ассемблере х64. От начального уровня до профессионального использования AVX64,Йо Ван Гуй,ДМК-Пресс,1 995,3 628,45
Обработка и представление данных в MS Excel. Учебное пособие,"Бурнаева Эльфия Гарифовна, Леора Светлана Николаевна",Лань : Компьютеры и программное обеспечение,907,1 649,45
Парадигма программирования. Учебное пособие,Городняя Лидия Васильевна,Лань : Учебники для вузов. Специальная литература,1 763,3 206,45
ASP.NET Core 3 с примерами на C# для профессионалов,Фримен Адам,Вильямс,5 914,10 752,45
Создаем динамические веб-сайты на PHP,"Татро Кевин, Макинтайр Питер",Питер : Бестселлеры O`Reilly,2 325,2 981,22
Теория вероятностей и математическая статистика в среде MATLAB. Учебное пособие,Алибеков Игорь Юсупович,Лань : Компьютеры и программное обеспечение,1 170,2 127,45
HTTP/2 в действии,Поллард Барри,ДМК-Пресс,2 456,4 466,45
Методика моделирования динамики октокоптера,Щекатуров Александр Михайлович,ДМК-Пресс,1 536,2 793,45
"Байесовская статистика. Star Wars, LEGO, резиновые уточки и многое другое",Курт Уилл,Питер : Библиотека программиста,2 793,3 581,22
Python. Лучшие практики и инструменты,"Яворски Михал, Зиаде Тарек",Питер : Библиотека программиста,2 793,3 581,22
C# 9.0. Карманный справочник,"Албахари Джозеф, Албахари Бен",Диалектика,1 478,2 688,45
Обработка естественного языка. Python и spaCy на практике,Васильев Юрий,Питер : Библиотека программиста,1 554,1 992,22
Разработка и анализ компьютерных алгоритмов,"Ахо Альфред В., Ульман Джеффри Д., Хопкрофт Джон Э.",Вильямс,2 268,4 123,45
Научное программирование на Python,Хилл Кристиан,ДМК-Пресс,2 456,4 466,45
C#. Алгоритмы и структуры данных (+CD). СПО,"Тюкачев Николай Аркадиевич, Хлебостроев Виктор Григорьевич",Лань : Компьютеры и программное обеспечение,2 246,4 083,45
C#. Программирование 2D и 3D векторной графики. Учебное пособие для СПО,"Тюкачев Николай Аркадиевич, Хлебостроев Виктор Григорьевич",Лань : Компьютеры и программное обеспечение,1 984,3 607,45
Алгоритмизация и программирование. Практикум,"Андрианова Анастасия Александровна, Исмагилов Линар Наилевич, Мухтарова Татьяна Маратовна",Лань : Компьютеры и программное обеспечение,1 557,2 831,45
Организация беспроводных Ad Hoc и Hot Spot сетей в среде ОС Windows,"Заяц Анатолий Моисеевич, Хабаров Сергей Петрович",Лань : Компьютеры и программное обеспечение,1 569,2 852,45
Построение распределенных систем на базе WebSocket. Учебное пособие,"Хабаров Сергей Петрович, Шилкина Мария Львовна",Лань : Компьютеры и программное обеспечение,1 938,3 524,45
Практическое введение в язык программирования Си. СПО,"Солдатенко Илья Сергеевич, Попов Иван Владимирович",Лань : Компьютеры и программное обеспечение,1 001,1 820,45
Проектирование и разработка WEB-приложений. Введение в frontend и backend разработку. СПО,"Заяц Анатолий Моисеевич, Васильев Николай Павлович",Лань : Компьютеры и программное обеспечение,1 289,2 344,45
Простой Python для опытных программистов,Гаско Рик,Солон-пресс : Программирование,845,1 537,45
Профессиональная разработка на Python,Уилкс Мэттью,ДМК-Пресс,2 918,5 306,45
Основы Python. Научитесь мыслить как программист,Дауни Аллен Б.,"Манн, Иванов и Фербер",1 461,2 001,27
SimInTech. Преобразователи автономных источников электроэнергии,"Калачёв Юрий Николаевич, Александров А. Г.",ДМК-Пресс,1 151,2 093,45
JavaScript. Готовые программы. Учебное пособие,Янцев Валерий Викторович,Лань : Компьютеры и программное обеспечение,1 319,2 398,45
JavaScript. Готовые программы. СПО,Янцев Валерий Викторович,Лань : Компьютеры и программное обеспечение,1 173,2 133,45
TypeScript быстро,"Файн Яков, Моисеев Антон",Питер : Для профессионалов,2 495,3 199,22
C# 8 и .NET Core. Разработка и оптимизация,Прайс Марк Дж.,Питер : Для профессионалов,3 457,4 432,22
Разработка базы данных в Access. Учебное пособие,Волик Мария Владимировна,Прометей,370,672,45
Основы программирования на языке С. Учебное пособие,"Гагарина Лариса Геннадьевна, Дорогова Екатерина Георгиевна",ИНФРА-М : Высшее образование. Бакалавриат,3 360,Нет старой цены,Ошибка
Python. Быстрый старт,Чан Джейми,Питер : Библиотека программиста,1 077,1 381,22
C++ для профи,Лоспинозо Джош,Питер : Для профессионалов,3 261,4 181,22
Интеллектуальные информационные системы и методы искусственного интеллекта. Учебник,"Андрейчиков Александр Валентинович, Андрейчикова Ольга Николаевна",ИНФРА-М : Высшее образование. Магистратура,6 398,Нет старой цены,Ошибка
Инструментальные средства разработки программного обеспечения Системы Fossil,Орещенков Игорь Сергеевич,Лань : Компьютеры и программное обеспечение,2 086,3 793,45
XBRL для чайников,"Хоффман Чарльз, Уотсон Лив","Диалектика : Для ""чайников""",2 268,4 123,45
Разработка геоприложений на языке Python,Вестра Эрик,ДМК-Пресс,1 688,3 069,45
Инженерия требований,"Халл Элизабет, Джексон Кен, Дик Джереми",ДМК-Пресс,1 382,2 513,45
Программирование PIC - микроконтроллеров на PicBasic,Хелибайк Чак,Додека XXI век : Программируемые системы,691,1 256,45
Введение в современные САПР. Курс лекций,Малюх Владимир Николаевич,ДМК-Пресс : САПР от А до Я,537,976,45
Функциональное программирование на F#,Сошников Дмитрий Валерьевич,ДМК-Пресс,845,1 536,45
Скользкие места С++. Как избежать проблем  при проектировании и компиляции ваших программ,Дьюхэрст Стефан К.,ДМК-Пресс : Профессиональная серия от Addison-Wesley,845,1 536,45
Dart в действии,Баккет Крис,ДМК-Пресс,1 612,2 930,45
С для программистов с введением в С11,"Дейтел Пол Дж., Дейтел Харви",ДМК-Пресс,1 612,2 930,45
Параллельное и конкурентное программирование на Haskell,Марлоу Саймон,ДМК-Пресс : Функциональное программирование,1 536,2 793,45
Практическое использование Common Lisp,Сайбель Питер,ДМК-Пресс : Функциональное программирование,1 995,3 628,45
Сбор данных в Интернете на языке R,Храмов Дмитрий Александрович,ДМК-Пресс,1 305,2 372,45
Unity 5.x. Программирование искусственного интеллекта в играх,Паласиос Хорхе,ДМК-Пресс,1 382,2 513,45
Программирование микроконтроллеров. Стратегия и тактика,Матюшин Андрей Олегович,ДМК-Пресс,1 688,3 069,45
Ruby on Rails для начинающих. Изучаем разработку веб-приложений на основе Rails,Хартл Майкл,ДМК-Пресс,1 995,3 628,45
Программирование и отладка С/С++ приложений для микроконтроллеров ARM,Магда Юрий Степанович,ДМК-Пресс,691,1 256,45
Эффективное использование С++. 55 верных способов улучшить структуру и код ваших программ,Мэйерс Скотт,ДМК-Пресс : Профессиональная серия от Addison-Wesley,1 074,1 953,45
Лямбда-выражения в Java 8. Функциональное программирование - в массы,Уорбэртон Ричард,ДМК-Пресс : Функциональное программирование,921,1 674,45
Системная инженерия. Принципы и практика,"Косяков Александр, Свит Уильям Н., Сеймур Сэмюэль Дж.",ДМК-Пресс,2 149,3 908,45
Оптимизация приложений на платформе .Net,"Голдштейн Саша, Зурбалев Дима, Флатов Идо",ДМК-Пресс,2 000,3 636,45
Интерфейс. Основы проектирования взаимодействия,"Купер Алан, Рейман Роберт, Кронин Дэвид",Питер : Для профессионалов,2 266,2 905,22
Аналоговые интерфейсы микроконтроллеров,Болл Стюарт Р.,Додека XXI век : Программируемые системы,1 228,2 233,45
Практическое использование Vim. Редактируйте текст со скоростью мысли,Нейл Дрю,ДМК-Пресс,1 382,2 513,45
Анализ сетей (графов) в среде R. Руководство пользователя,Люк Дуглас А.,ДМК-Пресс,1 612,2 930,45
Bootstrap в примерах,Морето Сильвио,ДМК-Пресс,1 074,1 953,45
Изучай Haskell во имя добра!,Липовача Миран,ДМК-Пресс,1 382,2 513,45
Matlab & Simulink. Проектирование мехатронных систем на ПК. Учебное пособие для ВУЗов + CD,Герман-Галкин Сергей Германович,Корона-Принт : Учебное пособие,413,750,45
10 практических устройств на AVR-микроконтроллерах. Книга 2 +CD,Кравченко Алексей Владимирович,Корона-Принт,362,658,45
Вычислительная геометрия. Алгоритмы и приложения,"Де Берг Марк, Чеонг Отфрид, Ван Кревельд Марк",ДМК-Пресс,2 456,4 466,45
"Создаем динамические веб-сайты с помощью PHP, MySQL, JavaScript, CSS и HTML5",Никсон Робин,Питер : Бестселлеры O`Reilly,1 469,1 883,22
Разработка веб-приложений в ReactJS,"Хортон Адам, Вайс Райан",ДМК-Пресс,1 382,2 513,45
Введение в статистическое обучение с примерами на языке R,"Джеймс Гарет, Уиттон Даниела, Тибширани Роберт",ДМК-Пресс,2 610,4 746,45
Современное программирование с нуля!,Потопахин Виталий Валерьевич,ДМК-Пресс : Учебное пособие,1 228,2 233,45
Программирование на языке Lua,Иерузалимски Роберту,ДМК-Пресс,1 305,2 372,45
Android NDK. Руководство для начинающих,Ретабоуил Сильвен,ДМК-Пресс,1 538,2 797,45
Скрапинг веб-сайтов с помощью Python. Сбор данных из современного интернета,Митчелл Райан,ДМК-Пресс,1 305,2 372,45
PIC-микроконтроллеры: архитектура и программирование,Предко Майкл,ДМК-Пресс,1 382,2 513,45
Управление электронными устройствами на С++. Разработка практических приложений,"Катупития Янта, Бентли Ким",ДМК-Пресс,1 688,3 069,45
C# 6.0. Справочник. Полное описание языка,"Албахари Джозеф, Албахари Бен",Вильямс,3 746,6 810,45
LabVIEW: стиль программирования,Блюм Питер,ДМК-Пресс : LabVIEW,691,1 256,45
Искусство автономного тестирования с примерами на С#,Ошероув Рой,ДМК-Пресс,1 688,3 069,45
Графовые базы данных. Новые возможности для работы,"Робинсон Ян, Вебер Джим, Эифрем Эмиль",ДМК-Пресс,1 151,2 093,45
Руководство по микропроцессорному обеспечению,Не указан автор,ДМК-Пресс,1 459,2 652,45
Чисто функциональные структуры данных,Окасаки Крис,ДМК-Пресс,1 228,2 233,45
Программирование компьютерного зрения на языке Python,Солем Ян Эрик,ДМК-Пресс,1 382,2 513,45
"UML Проектирование систем реального времени, распределенных и параллельных приложений",Гома Хассан,ДМК-Пресс,1 919,3 489,45
"Периферийные устройства: интерфейсы, схемотехника, программирование",Авдеев Вадим Александрович,ДМК-Пресс : Все о радиоэлектронике,2 149,3 908,45
Анализ больших наборов данных,"Лесковец Юре, Ульман Джеффри Д., Раджараман Ананд",ДМК-Пресс,2 303,4 187,45
Построение компиляторов,Вирт Никлаус,ДМК-Пресс,767,1 395,45
Современный PHP. Новые возможности и передовой опыт,Локхарт Джош,ДМК-Пресс,1 305,2 372,45
MATLAB. Теория и практика,Гилат Амос,ДМК-Пресс,1 842,3 349,45
Наиболее эффективное использование С++. 35 новых рекомендаций  по улучшению ваших программ,Мейерс Скотт,ДМК-Пресс : Для программистов,1 074,1 953,45
Численные методы анализа и линейной алгебры. Использование Matlab и Scilab. Учебное пособие,Квасов Борис Ильич,Лань : Учебники для вузов. Специальная литература,1 436,2 611,45
Введение в надежное и безопасное распределенное программирование,"Качина Кристиан, Гуерру Рашид, Родригес Луис",ДМК-Пресс,1 995,3 628,45
C# 6.0. Карманный справочник,"Албахари Джозеф, Албахари Бен",Вильямс,592,1 077,45
Разработка веб-приложений с использованием Flask на языке Python,Гринберг Мигель,ДМК-Пресс,1 382,2 513,45
Введение в ECMAScript 6,Прасти Нараян,ДМК-Пресс,767,1 395,45
Программирование для Windows на С/С++. В 2-х томах. Том 2,Мартынов Николай Николаевич,Бином,259,470,45
Программирование мобильных устройств на платформе .Net Compact Framework,Самре Иво,Вильямс,690,1 255,45
"Разработка приложений для iPhone, iPad и iPod touch с использованием iOS SDK","Марк Дэйв, Наттинг Джек, Ламарш Джефф",Вильямс,1 478,2 688,45
Прикладная обработка биомедицинских изображений в среде MATLAB. Учебное пособие,Федотов Александр Александрович,Лань : Учебники для вузов. Специальная литература,636,1 157,45
Изучаем pandas,"Хейдт Майкл, Груздев Артем Владимирович",ДМК-Пресс,2 918,5 306,45
Умные мобильные проекты с TensorFlow,Танг Джефф,ДМК-Пресс : Машинное обучение,1 536,2 793,45
C++. Полное руководство. Классическое издание,Шилдт Герберт,Вильямс,4 436,8 066,45
Spring 5 для профессионалов,"Шефер Крис, Харроп Роб, Козмина Юлиана",Вильямс,5 914,10 752,45
Искусственный интеллект с примерами на Python. Создание приложений искусственного интеллекта,Джоши Пратик,Вильямс,2 958,5 378,45
"Основы машинного обучения для аналитического прогнозирования. Алгоритмы, рабочие примеры","Келлехер Джон Д., Мак-Нейми Брайан, д`Арси Аоифе",Вильямс,3 746,6 810,45
Прагматичный ИИ. Машинное обучение и облачные технологии,Гифт Ной,Питер : Для профессионалов,1 705,2 186,22
Внедрение Splunk 7,Миллер Джеймс,ДМК-Пресс,1 995,3 628,45
Java за 24 часа,Кейденхед Роджерс,Диалектика,1 478,2 688,45
Совершенный алгоритм. Основы,Рафгарден Тим,Питер : Библиотека программиста,1 389,1 781,22
Машинное обучение и TensorFlow,Шакла Нишант,Питер : Библиотека программиста,1 639,2 101,22
Современные технологии программирования: разработка Windows-приложений на языке С#. Том 1,Горелов Сергей Витальевич,Прометей,813,1 479,45
Mathematica 5/6/7. Полное руководство,Дьяконов Владимир Павлович,ДМК-Пресс : Математика и Matlab,1 382,2 513,45
Git для профессионального программиста,"Чакон Скотт, Страуб Бен",Питер : Библиотека программиста,1 724,2 210,22
Простой Python просто с нуля,Гаско Рик,Солон-пресс : Программирование,893,1 624,45
C++. Базовый курс,Шилдт Герберт,Диалектика,2 958,5 378,45
Моделирование объектов управления в MatLab. Учебное пособие,"Затонский Андрей Владимирович, Тугашова Лариса Геннадьевна",Лань : Учебники для вузов. Специальная литература,1 319,2 398,45
Основы алгоритмизации и программирования (ОП.04). Практикум,Серкова Екатерина Геннадьевна,Феникс : Среднее профессиональное образование,148,593,75
Программирование на C# для начинающих. Особенности языка,Васильев Александр Николаевич,Бомбора : Российский компьютерный бестселлер,1 165,1 596,27
"Компиляторы. Принципы, технологии и инструментарий","Ахо Альфред В., Ульман Джеффри Д., Лам Моника С.",Диалектика,7 392,13 440,45
Архитектура вычислительных систем и Ассемблер,"Гагарина Лариса Геннадьевна, Кононова Александра Игоревна",Солон-пресс : Библиотека студента,1 138,2 069,45
